V1,subj_idx,subnum_J,turkId,PrivateID,Direction,PDI,PDI_GROUP,CAPS,CAPS_GROUP,ASI,ASI_GROUP,dospert,DOSPERT_GROUP,samples,SAMPLES_GROUP,ranks,gender,language,education,religion,crtFamiliarity,verbalReasoning,wordSum,crt,intuitive,cape,pdiDichot,beadsDraws,DTD_GROUP,la_bead,adj_3,adj_6,adj_9,overAdjust,ipr,pr,bade,evidenceInt,evidIntImp,bace,posResp,la_bade,attempts,unchanged_bade,unchanged_bead,checks_passed,inattentive,unresponsive,check_match,drift_rate,decision_trheshold,trial,rt,response
3912,tjkaxf,362,A3GVUYY3TWRPZT,1708928,Left,71,HPDI,123,HCAPS,17,HASI,86,HDOSPERT,7.333333333,HSAM,3.416666667,0,1,3,10,4,.75,.857142857,.714285714,.142857143,5,8,8,LDTD,75,-10,-10,-5,-25,50,0,-.11125,1.5025,1.01,.22375,3.97625,.4775,0,0,0,3,False,False,True,2.027442554,1.326352796,1,.904333333333333,.933333333333333
1729,zmsare,238,A24L4Y8HCZSUIF,1729445,Right,33,HPDI,8,LCAPS,19,HASI,76,LDOSPERT,5.333333333,LSAM,5.583333333,0,1,4,5,5,.75,.642857143,.571428571,.428571429,3,4,10,HDTD,76,-2,-2,-2,-6,52,1,-.545,.45625,.6775,.2375,4.04875,.44875,0,0,0,3,False,False,True,-.198060868,1.887544954,1,1.813511,.466666666666667
2473,lvffor,289,A2M6URTK6WO6XJ,1734533,Left,73,HPDI,57,HCAPS,6,LASI,80,LDOSPERT,5.833333333,HSAM,5.916666667,0,1,2,70,5,.25,.285714286,.142857143,.857142857,8,7,1,LDTD,77,-36,0,40,4,74.5,4.5,-.76125,-.23625,.295,.24,4.4125,.1925,4,0,0,2,False,False,True,1.01096605,1.521632769,1,1.219976,.866666666666667
1262,yisbnq,980,A2S00V7RUU121E,1735196,Right,0,LPDI,11,LCAPS,9,HASI,85,HDOSPERT,4.833333333,LSAM,6.833333333,1,1,4,50,1,.75,.714285714,.571428571,.428571429,0,0,3,LDTD,18,0,0,0,0,33.5,28,-.38125,.925,.78375,.2925,4.35875,.4025,0,1,1,3,False,False,True,.520818033,2.285247298,1,2.074298,.633333333333333
2144,lrjxif,298,A33Z6BHAJUGCHY,1746319,Right,0,LPDI,12,LCAPS,9,HASI,72,LDOSPERT,5.666666667,HSAM,6.416666667,1,1,3,5,4,.75,.571428571,.857142857,.142857143,0,0,6,LDTD,50,-18,0,0,-18,58,.5,-.5625,.96125,.855,.0825,4.95625,.52125,0,0,0,3,False,False,True,.000743893,2.654432807,1,2.13693,.5
495,leknln,671,A122LRCSBAD6DC,1746425,Left,0,LPDI,0,LCAPS,2,LASI,53,LDOSPERT,4.166666667,LSAM,6.75,1,1,3,0,5,1,.714285714,.714285714,.285714286,0,0,9,LDTD,60,-2,0,0,-2,52,1,-.375,.915,.7975,.30375,4.2975,.42,0,1,0,3,False,False,True,1.260768787,1.579505998,1,1.04783033333333,.933333333333333
56,lulglo,373,A9IC7BMHIPTYH,1747620,Right,27,HPDI,55,HCAPS,0,LASI,73,LDOSPERT,2,LSAM,6.333333333,0,1,3,50,5,1,.928571429,.571428571,.428571429,3,3,11,HDTD,65,-2,-2,0,-4,50,1,-.38,.7075,.7875,.335,4.2275,.3725,1,0,0,3,False,False,True,3.139862376,1.458537405,1,.711185333333333,1
1819,yuqpxr,242,A2MHM7JK1T9XHR,1747661,Left,44,HPDI,33,HCAPS,9,HASI,88,HDOSPERT,5.333333333,LSAM,6.75,0,1,5,0,4,1,.857142857,.714285714,.285714286,4,5,12,HDTD,70,0,0,0,0,52,0,-.27375,1.52125,1.00125,.18125,5.0525,.42125,0,0,0,3,False,False,True,.671565462,1.934295209,1,1.798623,.733333333333333
0,srmclc,769,A1PUIGT83JOHH6,1749517,Left,51,HPDI,55,HCAPS,21,HASI,96,HDOSPERT,1,LSAM,4.25,1,1,1,100,5,.25,.642857143,.571428571,.285714286,6,6,8,LDTD,100,0,0,0,0,37.5,0,-.39375,.27375,.55125,.39,3.86375,.35875,0,0,0,3,False,False,True,1.766367967,3.034942466,1,1.66033183333333,.9
176,qpblrs,690,A23RGG9LXG380R,1752613,Right,77,HPDI,89,HCAPS,15,HASI,96,HDOSPERT,2.833333333,LSAM,6.833333333,1,1,1,30,3,.75,.571428571,.428571429,.428571429,10,8,8,LDTD,69,0,0,4,4,54.5,.5,-.3475,1.1075,.855,.23375,4.4025,.4225,0,0,0,2,False,False,True,1.244656732,2.919852538,1,1.52051983333333,1
3733,oyrocc,533,A39ROW50DWRRKT,1752732,Left,0,LPDI,0,LCAPS,0,LASI,76,LDOSPERT,7,HSAM,4.083333333,1,1,2,0,5,0,.714285714,0,.571428571,0,0,4,LDTD,85,-24,8,-29,-45,63,30.5,-.6475,.08125,.44,.305,4.20625,.23375,0,0,0,3,False,False,True,2.192539196,.941210944,1,.812347666666667,.9
30,dvnegr,42,A1VAL7L9L79IN0,1753771,Left,47,HPDI,28,HCAPS,7,HASI,71,LDOSPERT,1.833333333,LSAM,5.416666667,1,1,1,0,4,1,.857142857,.857142857,.142857143,4,5,11,HDTD,65,-7,-6,-3,-16,52.5,4.5,-.32,1.47875,.99875,.135,5.27,.395,2,0,0,3,False,False,True,.510161135,3.60721845,1,3.64238711538462,.769230769230769
1849,ivuqkx,88,A3EHDY67QENKPT,1754422,Right,31,HPDI,18,HCAPS,6,LASI,92,HDOSPERT,5.333333333,LSAM,6,0,1,1,100,3,.75,.428571429,.285714286,.714285714,2,3,7,LDTD,75,-3,1,1,-1,48.5,5,-.57875,-.45375,.24,.45375,3.44375,.12875,1,0,0,3,False,False,True,2.903780359,2.411033397,1,1.03374166666667,1
907,cxgpcv,787,A2ELW44B0V3AYF,1755253,Right,58,HPDI,22,HCAPS,9,HASI,78,LDOSPERT,4.5,LSAM,7,0,1,3,50,3,1,.857142857,.714285714,.285714286,6,7,25,HDTD,75,0,0,0,0,50,0,-.4425,.05625,.38875,.4825,2.73625,.29125,0,0,0,3,False,False,True,1.032741476,1.798116849,1,1.04701916666667,.9
2917,tjcwst,190,A2FL477TMKC91L,1857875,Left,0,LPDI,0,LCAPS,0,LASI,80,LDOSPERT,6.166666667,HSAM,6.083333333,0,1,4,0,5,1,.928571429,.714285714,.285714286,0,0,9,LDTD,89,-7,-3,0,-10,61,0,-.6325,.58625,.58,.23375,4.7025,.27625,0,0,0,3,False,False,True,.859438521,4.809403677,1,3.08856166666667,.916666666666667
1639,kdasbb,566,A219Y0MX694TM2,1861506,Left,69,HPDI,71,HCAPS,17,HASI,87,HDOSPERT,5.166666667,LSAM,7.5,0,1,1,10,5,1,.642857143,.857142857,.142857143,6,8,11,HDTD,80,0,0,0,0,55,.5,-.17625,1.45125,.99,.3575,4.30375,.45625,0,3,0,3,False,False,True,2.207669294,1.795257439,1,1.1711075,.966666666666667
705,dqhtdt,227,A3LNM77PCQOTHJ,1869206,Left,33,HPDI,0,LCAPS,12,HASI,152,HDOSPERT,4.333333333,LSAM,6.916666667,1,1,1,5,4,.75,.5,.714285714,.142857143,2,3,14,HDTD,56,-2,-1,-1,-4,51,0,-.055,1.74875,.97,.15,3.1625,.495,1,0,0,3,False,False,True,1.0520155,3.248172534,1,2.15278034482759,.896551724137931
